date,close,rsi,equity,after_tax_equity,drawdown,running_peak,cumulative_return,after_tax_cumulative_return,cumulative_tax_paid
2017-01-08 08:00:00,911.198974609375,26.20695763541677,100066.4891448938,100066.4891448938,0.0,100066.4891448938,0.0006648914489379987,0.0006648914489379987,943.3282982560321
2017-01-08 12:00:00,911.198974609375,26.20695763541677,100066.4891448938,100066.4891448938,0.0,100066.4891448938,0.0006648914489379987,0.0006648914489379987,943.3282982560321
2017-01-08 16:00:00,911.198974609375,26.20695763541677,100066.4891448938,100066.4891448938,0.0,100066.4891448938,0.0006648914489379987,0.0006648914489379987,943.3282982560321
2017-01-08 20:00:00,911.198974609375,26.20695763541677,100066.4891448938,100066.4891448938,0.0,100066.4891448938,0.0006648914489379987,0.0006648914489379987,943.3282982560321
2017-01-09 00:00:00,902.8280029296875,23.47869118265126,100004.63321859881,100004.63321859881,-0.0006181482614566747,100066.4891448938,4.6332185988040564e-05,4.6332185988040564e-05,943.3282982560321
2017-01-09 04:00:00,902.8280029296875,23.47869118265126,100004.63321859881,100004.63321859881,-0.0006181482614566747,100066.4891448938,4.6332185988040564e-05,4.6332185988040564e-05,943.3282982560321
2017-01-09 08:00:00,902.8280029296875,23.47869118265126,100004.63321859881,100004.63321859881,-0.0006181482614566747,100066.4891448938,4.6332185988040564e-05,4.6332185988040564e-05,943.3282982560321
2017-01-09 12:00:00,902.8280029296875,23.47869118265126,100004.63321859881,100004.63321859881,-0.0006181482614566747,100066.4891448938,4.6332185988040564e-05,4.6332185988040564e-05,943.3282982560321
2017-01-09 16:00:00,902.8280029296875,23.47869118265126,100004.63321859881,100004.63321859881,-0.0006181482614566747,100066.4891448938,4.6332185988040564e-05,4.6332185988040564e-05,943.3282982560321
2017-01-09 20:00:00,902.8280029296875,23.47869118265126,100004.63321859881,100004.63321859881,-0.0006181482614566747,100066.4891448938,4.6332185988040564e-05,4.6332185988040564e-05,943.3282982560321
2017-01-10 00:00:00,907.6790161132812,30.060667867155914,100040.47898721711,100040.47898721711,-0.0002599287523621374,100066.4891448938,0.0004047898721710741,0.0004047898721710741,943.3282982560321
2017-01-10 04:00:00,907.6790161132812,30.060667867155914,100040.47898721711,100040.47898721711,-0.0002599287523621374,100066.4891448938,0.0004047898721710741,0.0004047898721710741,943.3282982560321
2017-01-10 08:00:00,907.6790161132812,30.060667867155914,100040.47898721711,100040.47898721711,-0.0002599287523621374,100066.4891448938,0.0004047898721710741,0.0004047898721710741,943.3282982560321
2017-01-10 12:00:00,907.6790161132812,30.060667867155914,100040.47898721711,100040.47898721711,-0.0002599287523621374,100066.4891448938,0.0004047898721710741,0.0004047898721710741,943.3282982560321
